time,epoch,lr,train_loss
2024-11-19 10:47:48.085980,0,2.1429e-05,0.07292431967395059
2024-11-19 11:00:25.788860,1,4.2857e-05,0.03177797257876956
2024-11-19 11:13:02.367950,2,6.4286e-05,0.026339357492707945
2024-11-19 11:25:40.002544,3,8.5714e-05,0.02392542938994782
2024-11-19 11:38:17.539498,4,0.00010714,0.02223690244194588
2024-11-19 11:50:55.733043,5,0.00012857,0.021777823115320623
2024-11-19 12:03:34.046546,6,0.00015,0.021635276594509652
time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_right center midfield,val_average_precision_right bottom midfield,val_average_precision_right top midfield,val_average_precision_right bottom corner,val_average_precision_right top corner,val_average_precision_right bottom box,val_average_precision_right edge of the box,val_average_precision_right top box,val_average_precision_0,val_average_precision_left center midfield,val_average_precision_left bottom midfield,val_average_precision_left top midfield,val_average_precision_left bottom corner,val_average_precision_left top corner,val_average_precision_left bottom box,val_average_precision_left edge of the box,val_average_precision_left top box,val_binary_accuracy,val_binary_accuracy_right center midfield,val_binary_accuracy_right bottom midfield,val_binary_accuracy_right top midfield,val_binary_accuracy_right bottom corner,val_binary_accuracy_right top corner,val_binary_accuracy_right bottom box,val_binary_accuracy_right edge of the box,val_binary_accuracy_right top box,val_binary_accuracy_0,val_binary_accuracy_left center midfield,val_binary_accuracy_left bottom midfield,val_binary_accuracy_left top midfield,val_binary_accuracy_left bottom corner,val_binary_accuracy_left top corner,val_binary_accuracy_left bottom box,val_binary_accuracy_left edge of the box,val_binary_accuracy_left top box
2024-11-19 12:34:42.346141,0,0.0001497,0.020906814332430555,0.021541416050793172,0.3151660603639254,0.3726144675967167,0.36632366566674424,0.3544868455958794,0.41991920791317466,0.27044241529891067,0.2574186294957018,0.31335876937037666,0.20945666312365852,0.42161528071814036,0.43049448322038647,0.36737407573552316,0.3223107079053906,0.1747974634438075,0.2833686652897263,0.23719418114476878,0.32602860937430517,0.2306188952935197,0.9648225422892269,0.8939740655987796,0.94419018560895,0.9552504449529621,0.9799135519959319,0.9921179760996695,0.9820747520976354,0.9875413170607679,0.9897025171624714,0.9806763285024155,0.8780828883803712,0.9471141622171371,0.9429188914314772,0.9856343757945588,0.9853801169590644,0.9851258581235698,0.9844902110348335,0.9877955758962624
2024-11-19 12:56:33.940116,1,0.00014881,0.020109549025243423,0.02086054369557172,0.3182455559915538,0.3947356739945206,0.36917755472841474,0.3614886164971885,0.44537275856525,0.2399909827874519,0.262195590348683,0.2838032536128696,0.21802330526974126,0.40295505685326233,0.44501710584050197,0.3619187689098181,0.3294423471922097,0.16940335970272538,0.3210908097941063,0.24105383520784074,0.2809364377057764,0.2835689948460533,0.9652861907539522,0.8872362064581745,0.9462242562929062,0.9501652682430715,0.9814391050088991,0.9902110348334605,0.9844902110348335,0.9851258581235698,0.9895753877447241,0.9796592931604373,0.8962623951182304,0.9496567505720824,0.9506737859140605,0.9818204932621408,0.9851258581235698,0.9800406814136792,0.9846173404525808,0.9875413170607679
2024-11-19 13:18:27.751318,2,0.00014732,0.01991258292936259,0.02152582482330123,0.3212199033352957,0.37783187790034634,0.3511736608927489,0.34974149077041966,0.3881637646887333,0.2165439480139058,0.30097620342870207,0.27914496036021014,0.24862561531539054,0.3735539690270545,0.4416195315753043,0.3685594853396815,0.345408814579422,0.2260693326821094,0.3412203655901452,0.2574188129452046,0.2838058949469013,0.3108806286437478,0.9638055069472489,0.8779557589626239,0.9443173150266971,0.952834986015764,0.9800406814136792,0.9851258581235698,0.9818204932621408,0.9778794813119756,0.9895753877447241,0.9802949402491736,0.8902873124841089,0.950419527078566,0.9492753623188406,0.986651411136537,0.9853801169590644,0.9832189168573608,0.9819476226798881,0.9876684464785151
2024-11-19 13:40:19.004256,3,0.00014527,0.0198701814994177,0.020376317524160102,0.3352417515072223,0.4029240756404598,0.34288042679070585,0.4028198548305215,0.3888420716165433,0.21641657263506728,0.319412390305381,0.3057171345266767,0.28869587539661756,0.3690407092290319,0.44962145614375126,0.3813382599523313,0.34042544272687336,0.23738934158084266,0.3459387873197623,0.25934646923160426,0.3334702962263113,0.31483061147029784,0.9662284440854907,0.8944825832697686,0.948512585812357,0.9566488685481821,0.9796592931604373,0.9905924230867023,0.9829646580218663,0.9843630816170862,0.9897025171624714,0.9804220696669209,0.8948639715230104,0.9499110094075769,0.9476226798881261,0.9879227053140096,0.9837274345283499,0.9827103991863717,0.9842359521993389,0.9875413170607679
2024-11-19 14:02:12.653803,4,0.00014265,0.019103627713106044,0.02032094158410342,0.34747493971170396,0.43985337240137146,0.3481805194592304,0.4147567186779249,0.4273683422644139,0.21828382525101458,0.34989196579572385,0.2902254635534782,0.25260950129007836,0.4322803354153667,0.4697457382179523,0.3797443640327347,0.37929603859784267,0.22289091961116325,0.3251125901820233,0.29968896964900466,0.346419985855533,0.3107253248441113,0.9655554059915348,0.8915586066615815,0.9422832443427409,0.9574116450546657,0.9804220696669209,0.9889397406559878,0.9843630816170862,0.9820747520976354,0.9891939994914823,0.9818204932621408,0.8888888888888888,0.9497838799898296,0.9519450800915332,0.9893211289092296,0.9843630816170862,0.9825832697686244,0.982837528604119,0.986651411136537
2024-11-19 14:24:06.096976,5,0.00013949,0.018624116594311405,0.02011160844261289,0.37550594187884434,0.45782740800799704,0.3597070252925723,0.42581150298198805,0.4214081433337827,0.27352448010146124,0.36804251728691295,0.32689600076458153,0.39143861289967047,0.3678830614315036,0.49188642424029344,0.3954896708662138,0.4455135693646911,0.25840174763493895,0.3387294998998923,0.2916583556634807,0.445071847963374,0.32431114420699925,0.9665051375241172,0.8941011950165269,0.9506737859140605,0.9571573862191711,0.9814391050088991,0.9880498347317569,0.9818204932621408,0.9829646580218663,0.9900839054157132,0.9791507754894483,0.8943554538520213,0.9494024917365879,0.9548690566997203,0.9879227053140096,0.9839816933638444,0.9832189168573608,0.9841088227815916,0.9872870582252733
2024-11-19 14:45:59.724143,6,0.00013582,0.017689090796063595,0.021158793311622744,0.3917648968214128,0.5188827489392496,0.37350131101497974,0.43439029161322285,0.46151225147992525,0.3395919588645743,0.358708364675005,0.4054925975205149,0.504426585076081,0.3066441521732449,0.48919652755770915,0.40988240124185416,0.44945044532116246,0.21603362777674442,0.2887797271849309,0.27942321917097196,0.4321413105150302,0.39194572583881704,0.966864091174227,0.8988049834731757,0.9468599033816425,0.9521993389270277,0.9815662344266464,0.9894482583269769,0.9802949402491736,0.9843630816170862,0.990465293668955,0.9801678108314263,0.8971523010424612,0.9488939740655988,0.954741927281973,0.9903381642512077,0.984744469870328,0.98232901093313,0.986142893465548,0.9881769641495042
2024-11-19 15:07:55.893822,7,0.00013167,0.01698440789457282,0.021269578979538777,0.4026544674202462,0.5341668830985984,0.3615260764507617,0.463119946423177,0.41640791758409024,0.30581006638719976,0.36803534144236305,0.45529635128348145,0.41752710304146357,0.3721925851718501,0.4813415169210827,0.4257601055182814,0.44855444481772,0.2147365971261317,0.3667212749375257,0.3069075819951753,0.48895220554953994,0.418069948395744,0.9661387056729634,0.8911772184083397,0.9460971268751589,0.950419527078566,0.9810577167556572,0.990465293668955,0.9769895753877447,0.9862700228832952,0.9890668700737351,0.97953216374269,0.8944825832697686,0.9514365624205441,0.9557589626239512,0.9890668700737351,0.9849987287058225,0.9839816933638444,0.986142893465548,0.9874141876430206
2024-11-19 15:29:49.724670,8,0.00012706,0.01644124676362849,0.02088168614778096,0.4181652903515547,0.5771131432726411,0.39424506386666575,0.4778805115272275,0.5024071386221873,0.3455436885867835,0.40531085821719837,0.4817048671261225,0.5129596087605566,0.3750934812579026,0.5156201141609471,0.43597625351992336,0.457845906125636,0.1862938659224576,0.3020353990797821,0.30250965809789887,0.4165293293266864,0.41974104850581256,0.9669463513857107,0.8966437833714722,0.9469870327993898,0.9483854563946097,0.9830917874396136,0.9883040935672515,0.9818204932621408,0.984744469870328,0.9905924230867023,0.9808034579201628,0.8998220188151538,0.9516908212560387,0.9562674802949402,0.9903381642512077,0.9836003051106026,0.982837528604119,0.9841088227815916,0.9880498347317569
2024-11-19 15:51:44.944652,9,0.00012204,0.01634034018654103,0.021741499789522757,0.42388464356204086,0.5836475247895374,0.38478759333280904,0.48845636972886275,0.5308799354908565,0.3470892962669093,0.44261075133159894,0.5184126990523169,0.5298255785723003,0.36767757059618833,0.5308299531799999,0.4357339002274595,0.45559842961405794,0.16259852989286017,0.32866231895729037,0.2790056505129004,0.40965926289033655,0.4105635761184101,0.9665425285293371,0.8764302059496567,0.9472412916348844,0.949021103483346,0.9834731756928553,0.9884312229849987,0.9844902110348335,0.9875413170607679,0.990465293668955,0.9810577167556572,0.9002034070683956,0.9519450800915332,0.9575387744724129,0.9889397406559878,0.9853801169590644,0.983346046275108,0.9869056699720316,0.9888126112382405
