time,epoch,lr,train_loss
2025-02-17 00:41:55.066031,0,2.1429e-05,0.14541937026443635
2025-02-17 00:51:13.263298,1,4.2857e-05,0.11688753072110325
2025-02-17 01:00:30.566035,2,6.4286e-05,0.10862878639055022
2025-02-17 01:09:47.585514,3,8.5714e-05,0.1041784222998928
2025-02-17 01:19:04.730176,4,0.00010714,0.10037186902054218
2025-02-17 01:28:19.948634,5,0.00012857,0.09857792145857822
2025-02-17 01:37:37.024662,6,0.00015,0.0935571453697531
time,epoch,lr,train_loss,val_loss,val_average_precision,val_average_precision_right,val_average_precision_left,val_binary_accuracy,val_binary_accuracy_right,val_binary_accuracy_left
2025-02-17 01:56:39.925148,0,0.00014959,0.0934024446055556,0.14609049114211003,0.8788790086475673,0.8933607182291406,0.864397299065994,0.7725593667546173,0.7736147757255937,0.7715039577836411
2025-02-17 02:10:47.846438,1,0.00014838,0.09027859693133122,0.16357197676494856,0.8868792085530934,0.8996040671266206,0.8741543499795663,0.7864116094986808,0.7881266490765172,0.7846965699208444
2025-02-17 02:24:56.181714,2,0.00014637,0.08686626479015337,0.16462738887116588,0.8992821248881291,0.9065536431949496,0.8920106065813087,0.7869393139841688,0.7941952506596306,0.7796833773087071
2025-02-17 02:39:04.224508,3,0.00014358,0.08467351217927356,0.1609082646010051,0.910474274702094,0.9167771792629718,0.9041713701412162,0.7982849604221636,0.8034300791556728,0.7931398416886544
2025-02-17 02:53:12.538624,4,0.00014005,0.08535763654699263,0.16249560646296268,0.9108481448044468,0.9145276491814516,0.9071686404274419,0.7986807387862797,0.7984168865435356,0.7989445910290237
2025-02-17 03:07:22.267608,5,0.00013582,0.08361451289540367,0.15235866484913238,0.9106073359329716,0.9199918861685511,0.9012227856973921,0.8006596306068602,0.8052770448548813,0.7960422163588391
2025-02-17 03:21:28.791384,6,0.00013093,0.08122811371035164,0.15442503738723096,0.9106271348726226,0.917816352783662,0.9034379169615832,0.8072559366754617,0.8068601583113456,0.8076517150395779
2025-02-17 03:35:39.492872,7,0.00012543,0.07743781533073109,0.17443920649902334,0.9079273314995985,0.9103724460428939,0.905482216956303,0.8005277044854882,0.8013192612137203,0.799736147757256
2025-02-17 03:49:48.362450,8,0.00011939,0.07513493085196149,0.23230552246389158,0.9004668582565837,0.9046182659602988,0.8963154505528685,0.7980211081794195,0.7984168865435356,0.7976253298153034
2025-02-17 04:03:57.701699,9,0.00011288,0.07306982742909887,0.148608182760703,0.915421498896458,0.9218117268691431,0.9090312709237728,0.8150395778364117,0.8145118733509235,0.8155672823218998
2025-02-17 04:18:06.862849,10,0.00010595,0.07264129293440787,0.17101916358034655,0.9086036660978556,0.9155691649069757,0.9016381672887354,0.7993403693931398,0.8023746701846965,0.7963060686015832
2025-02-17 04:32:14.851320,11,9.8695e-05,0.07110184662094216,0.18822616871890868,0.9089395570611924,0.9179336388250194,0.8999454752973656,0.8056728232189974,0.8060686015831134,0.8052770448548813
2025-02-17 04:46:23.549047,12,9.1187e-05,0.0684370114499592,0.14678236789687274,0.9220654738752628,0.9241644762611148,0.9199664714894109,0.820844327176781,0.8195250659630607,0.8221635883905013
2025-02-17 05:00:33.521145,13,8.3511e-05,0.06481826240288303,0.13722540118670917,0.9267376022152028,0.9304830281744526,0.9229921762559531,0.8245382585751979,0.824802110817942,0.8242744063324539
2025-02-17 05:14:43.959704,14,7.575e-05,0.06484137095939492,0.14024574485693966,0.9247925495629752,0.9294470728742747,0.9201380262516757,0.825197889182058,0.8255936675461741,0.824802110817942
2025-02-17 05:28:53.303123,15,6.7989e-05,0.06249514536321668,0.14290785481512033,0.922508726293024,0.9290783335232436,0.9159391190628046,0.8217678100263852,0.8237467018469657,0.8197889182058048
2025-02-17 05:43:03.503696,16,6.0313e-05,0.06046574003619753,0.14412244707893435,0.922437380540334,0.9235429694276425,0.9213317916530255,0.8179419525065963,0.8171503957783641,0.8187335092348285
2025-02-17 05:57:14.048792,17,5.2805e-05,0.06121625894509638,0.15402851835100867,0.9179064470380551,0.923370064046138,0.9124428300299723,0.8159630606860158,0.8139841688654353,0.8179419525065963
2025-02-17 06:11:25.211060,18,4.555e-05,0.05984231165772013,0.17797857920795884,0.9118669342910006,0.9158442113762549,0.9078896572057463,0.8097625329815303,0.8050131926121372,0.8145118733509235
2025-02-17 06:25:35.702601,19,3.8625e-05,0.05695759678384936,0.15229847361369567,0.9213955243301031,0.9245360620027943,0.918254986657412,0.8203166226912928,0.8221635883905013,0.8184696569920844
2025-02-17 06:39:46.522695,20,3.2107e-05,0.04956010164066845,0.18261279013071796,0.9179525380123676,0.9198661661184828,0.9160389099062525,0.8150395778364117,0.8160949868073879,0.8139841688654353
2025-02-17 06:53:57.584289,21,2.6067e-05,0.05312534976823854,0.19946242098459513,0.9067034284547189,0.9098557960645836,0.903551060844854,0.8055408970976253,0.8015831134564644,0.8094986807387863
2025-02-17 07:08:09.107871,22,2.0571e-05,0.049010772096471485,0.17514658256563373,0.917504489702349,0.91876488783651,0.916244091568188,0.8141160949868074,0.8094986807387863,0.8187335092348285
2025-02-17 07:22:19.869785,23,1.568e-05,0.05072056016411264,0.16415640063092976,0.9218450341322894,0.9224532204943541,0.9212368477702246,0.8187335092348285,0.8129287598944591,0.8245382585751979
2025-02-17 07:36:29.877481,24,1.1448e-05,0.04953775514171504,0.1746899211756112,0.9219900276243742,0.9239829068248198,0.9199971484239285,0.8179419525065963,0.8150395778364116,0.820844327176781
